order_id (unique),product_id,column3,store_id,order_date_2,sales,revenue,stock,price,promo_type_1,promo_bin_1,promo_type_2,promo_bin_2,promo_discount_2
12919,P0705,,S0038,28-Sep-17,0 sales,0,23,14.9,PR17,veryhigh,PR03,,NA
12920,P0473,,S0012,28-Sep-17,0 sales,0,9,29.9,PR14,,PR03,,NA
12921,P0015,,S0125,28-Sep-17,0 sales,0,14,2.85,PR06,verylow,PR03,,NA
12922,P0328,,S0002,28-Sep-17,0 sales,0,12,29.9,PR14,,PR03,,NA
12923,P0518,,S0066,28-Sep-17,0 sales,0,7,23.9,PR05,low,PR03,,NA
12924,P0147,,S0020,28-Sep-17,1 sales,4.66,14,5.5,PR14,,PR03,,NA
12925,P0325,,S0115,28-Sep-17,0 sales,0,28,9.25,PR14,,PR03,,NA
12926,P0116,,S0120,28-Sep-17,1 sales,0.93,17,1.15,PR10,verylow,PR03,,NA
12927,P0470,,S0040,28-Sep-17,0 sales,0,7,23.25,PR14,,PR03,,NA
12928,P0663,,S0035,28-Sep-17,0 sales,0,24,4.25,PR14,,PR03,,NA
12929,P0051,,S0041,28-Sep-17,5 sales,3.24,9,0.7,PR14,,PR03,,NA
12930,P0475,,S0096,28-Sep-17,0 sales,0,1,19.9,PR05,veryhigh,PR03,,NA
12931,P0402,,S0013,28-Sep-17,0 sales,0,3,7.75,PR14,,PR03,,NA
12932,P0219,,S0144,28-Sep-17,0 sales,0,6,7.25,PR14,,PR03,,NA
12933,P0551,,S0107,28-Sep-17,0 sales,0,23,1.85,PR14,,PR03,,NA
12934,P0116,,S0144,28-Sep-17,0 sales,0,8,1.15,PR10,verylow,PR03,,NA
12935,P0055,,S0108,28-Sep-17,2 sales,5.83,51,3.5,PR05,verylow,PR03,,NA
12936,P0130,,S0138,28-Sep-17,0 sales,0,1,9.75,PR05,veryhigh,PR03,,NA
12937,P0602,,S0097,28-Sep-17,0 sales,0,21,10.9,PR14,,PR03,,NA
12938,P0079,,S0085,28-Sep-17,2 sales,4.81,231,2.6,PR14,,PR03,,NA
12939,P0263,,S0113,28-Sep-17,0 sales,0,1,16.95,PR14,,PR03,,NA
12940,P0453,,S0054,28-Sep-17,0 sales,0,40,5.75,PR14,,PR03,,NA
12941,P0148,,S0081,28-Sep-17,0 sales,0,5,NA,PR14,,PR03,,NA
12942,P0126,,S0115,28-Sep-17,0 sales,0,10,19.9,PR14,,PR03,,NA
12943,P0311,,S0119,28-Sep-17,0 sales,0,3,1,PR14,,PR03,,NA
12944,P0427,,S0128,28-Sep-17,1 sales,2.27,5,NA,PR14,,PR03,,NA
12945,P0103,,S0098,28-Sep-17,3 sales,8.19,65,NA,PR14,,PR03,,NA
12946,P0461,,S0126,28-Sep-17,0 sales,0,6,16.5,PR14,,PR03,,NA
12947,P0297,,S0045,28-Sep-17,0 sales,0,5,14.95,PR14,,PR03,,NA
12948,P0144,,S0108,28-Sep-17,0 sales,0,4,4.95,PR14,,PR03,,NA
12949,P0689,,S0018,28-Sep-17,2 sales,50.68,11,29.9,PR14,,PR03,,NA
12950,P0204,,S0133,28-Sep-17,0 sales,0,4,5.9,PR05,low,PR03,,NA
12951,P0311,,S0035,28-Sep-17,0 sales,0,2,1,PR14,,PR03,,NA
12952,P0726,,S0115,28-Sep-17,0 sales,0,16,1,PR14,,PR03,,NA
12953,P0681,,S0126,28-Sep-17,0 sales,0,7,10.9,PR14,,PR03,,NA
12954,P0260,,S0009,28-Sep-17,0 sales,0,2,17.5,PR14,,PR03,,NA
12955,P0684,,S0097,29-Sep-17,0 sales,0,1,99.9,PR05,veryhigh,PR03,,NA
12956,P0212,,S0023,29-Sep-17,0 sales,0,15,10.75,PR14,,PR03,,NA
12957,P0689,,S0067,29-Sep-17,0 sales,0,7,29.9,PR05,low,PR03,,NA
12958,P0297,,S0084,29-Sep-17,0 sales,0,4,14.95,PR14,,PR03,,NA
12959,P0602,,S0056,29-Sep-17,0 sales,0,2,10.9,PR14,,PR03,,NA
12960,P0297,,S0139,29-Sep-17,0 sales,0,4,14.95,PR14,,PR03,,NA
12961,P0355,,S0072,29-Sep-17,0 sales,0,3,NA,PR14,,PR03,,NA
12962,P0130,,S0105,29-Sep-17,0 sales,0,1,9.75,PR05,veryhigh,PR03,,NA
12963,P0286,,S0006,29-Sep-17,0 sales,0,20,1,PR14,,PR03,,NA
12964,P0272,,S0062,29-Sep-17,0 sales,0,4,7.5,PR14,,PR03,,NA
12965,P0296,,S0009,29-Sep-17,0 sales,0,9,0.75,PR14,,PR03,,NA
12966,P0511,,S0026,29-Sep-17,0 sales,0,9,31.25,PR14,,PR03,,NA
12967,P0671,,S0050,29-Sep-17,0 sales,0,4,3.25,PR14,,PR03,,NA
12968,P0711,,S0031,29-Sep-17,0 sales,0,4,9.9,PR14,,PR03,,NA
12969,P0427,,S0106,29-Sep-17,0 sales,0,24,2.45,PR14,,PR03,,NA
12970,P0327,,S0011,29-Sep-17,0 sales,0,8,3.1,PR14,,PR03,,NA
12971,P0569,,S0090,29-Sep-17,2 sales,6.48,14,3.5,PR14,,PR03,,NA
12972,P0543,,S0096,29-Sep-17,0 sales,0,17,2.75,PR14,,PR03,,NA
12973,P0602,,S0039,29-Sep-17,0 sales,0,4,10.9,PR14,,PR03,,NA
12974,P0700,,S0056,29-Sep-17,0 sales,0,2,27.5,PR14,,PR03,,NA
12975,P0097,,S0069,29-Sep-17,0 sales,0,26,12.4,PR14,,PR03,,NA
12976,P0400,,S0105,29-Sep-17,0 sales,0,4,7.5,PR14,,PR03,,NA
12977,P0433,,S0066,29-Sep-17,0 sales,0,3,66.9,PR14,,PR03,,NA
12978,P0703,,S0002,29-Sep-17,0 sales,0,3,57.5,PR14,,PR03,,NA
12979,P0587,,S0126,29-Sep-17,0 sales,0,10,3.99,PR14,,PR03,,NA
12980,P0183,,S0026,29-Sep-17,0 sales,0,21,6.25,PR14,,PR03,,NA
12981,P0399,,S0094,29-Sep-17,0 sales,0,15,4.5,PR14,,PR03,,NA
12982,P0665,,S0002,29-Sep-17,0 sales,0,3,10.75,PR14,,PR03,,NA
12983,P0286,,S0016,29-Sep-17,0 sales,0,26,1,PR14,,PR03,,NA
12984,P0018,,S0001,29-Sep-17,0 sales,0,13,0.7,PR14,,PR03,,NA
12985,P0126,,S0095,29-Sep-17,0 sales,0,8,19.9,PR14,,PR03,,NA
12986,P0415,,S0020,29-Sep-17,0 sales,0,6,6.4,PR14,,PR03,,NA
12987,P0726,,S0030,29-Sep-17,0 sales,0,11,1,PR14,,PR03,,NA
12988,P0726,,S0103,29-Sep-17,1 sales,0.93,10,1,PR14,,PR03,,NA
12989,P0057,,S0096,29-Sep-17,0 sales,0,1,9.9,PR14,,PR03,,NA
12990,P0631,,S0031,29-Sep-17,0 sales,0,8,9.9,PR14,,PR03,,NA
12991,P0513,,S0056,29-Sep-17,0 sales,0,12,27.9,PR14,,PR03,,NA
12992,P0226,,S0115,29-Sep-17,0 sales,0,19,1.7,PR14,,PR03,,NA
12993,P0726,,S0078,29-Sep-17,0 sales,0,9,1,PR14,,PR03,,NA
12994,P0503,,S0001,29-Sep-17,0 sales,0,14,18.95,PR14,,PR03,,NA
12995,P0623,,S0062,29-Sep-17,0 sales,0,13,10.75,PR14,,PR03,,NA
12996,P0543,,S0058,29-Sep-17,0 sales,0,10,2.75,PR14,,PR03,,NA
12997,P0726,,S0095,29-Sep-17,1 sales,0.93,7,1,PR14,,PR03,,NA
12998,P0608,,S0125,29-Sep-17,0 sales,0,8,9.9,PR14,,PR03,,NA
12999,P0092,,S0002,29-Sep-17,1 sales,1.62,19,1.75,PR14,,PR03,,NA
13000,P0114,,S0066,29-Sep-17,0 sales,0,2,0.65,PR09,verylow,PR03,,NA
13001,P0283,,S0072,29-Sep-17,0 sales,0,36,NA,PR14,,PR03,,NA
13002,P0260,,S0125,29-Sep-17,0 sales,0,6,17.5,PR14,,PR03,,NA
13003,P0420,,S0115,29-Sep-17,0 sales,0,647,0.75,PR05,low,PR03,,NA
13004,P0412,,S0066,29-Sep-17,0 sales,0,4,7.9,PR14,,PR03,,NA
13005,P0336,,S0058,29-Sep-17,0 sales,0,6,29.5,PR14,,PR03,,NA
13006,P0389,,S0027,29-Sep-17,0 sales,0,5,9.45,PR05,low,PR03,,NA
13007,P0663,,S0008,29-Sep-17,0 sales,0,24,4.25,PR14,,PR03,,NA
13008,P0461,,S0002,29-Sep-17,0 sales,0,13,16.5,PR14,,PR03,,NA
13009,P0054,,S0126,29-Sep-17,0 sales,0,10,3.95,PR14,,PR03,,NA
13010,P0642,,S0126,29-Sep-17,0 sales,0,16,2.5,PR14,,PR03,,NA
13011,P0499,,S0090,29-Sep-17,0 sales,0,19,0.75,PR14,,PR03,,NA
13012,P0358,,S0062,29-Sep-17,2 sales,3.39,102,2,PR14,,PR03,,NA
13013,P0660,,S0020,29-Sep-17,0 sales,0,5,5.95,PR14,,PR03,,NA
13014,P0602,,S0015,29-Sep-17,1 sales,9.24,2,10.9,PR14,,PR03,,NA
13015,P0459,,S0031,30-Sep-17,0 sales,0,63,3.35,PR14,,PR03,,NA
13016,P0345,,S0082,30-Sep-17,0 sales,0,6,3.5,PR14,,PR03,,NA
13017,P0177,,S0078,30-Sep-17,0 sales,0,7,10.9,PR14,,PR03,,NA
13018,P0196,,S0031,30-Sep-17,0 sales,0,25,8.9,PR14,,PR03,,NA
13019,P0446,,S0015,30-Sep-17,0 sales,0,6,5.95,PR14,,PR03,,NA
13020,P0521,,S0026,30-Sep-17,1 sales,16.86,18,19.9,PR14,,PR03,,NA
13021,P0438,,S0021,30-Sep-17,3 sales,0.93,22,0.5,PR14,,PR03,,NA
13022,P0356,,S0054,30-Sep-17,0 sales,0,31,2.5,PR14,,PR03,,NA
13023,P0497,,S0055,30-Sep-17,0 sales,0,49,5.5,PR05,moderate,PR03,,NA
13024,P0695,,S0094,30-Sep-17,0 sales,0,9,5.25,PR14,,PR03,,NA
13025,P0699,,S0073,30-Sep-17,0 sales,0,2,10,PR14,,PR03,,NA
13026,P0280,,S0139,30-Sep-17,1 sales,2.96,32,6.99,PR05,veryhigh,PR03,,NA
13027,P0569,,S0089,30-Sep-17,1 sales,2.87,16,3.1,PR14,,PR03,,NA
13028,P0436,,S0025,30-Sep-17,0 sales,0,31,3.5,PR14,,PR03,,NA
13029,P0242,,S0049,30-Sep-17,0 sales,0,2,12.9,PR06,verylow,PR03,,NA
13030,P0267,,S0008,30-Sep-17,0 sales,0,17,4,PR14,,PR03,,NA
13031,P0162,,S0122,30-Sep-17,0 sales,0,6,4.5,PR14,,PR03,,NA
13032,P0437,,S0048,30-Sep-17,0 sales,0,2,NA,PR14,,PR03,,NA
13033,P0689,,S0003,30-Sep-17,0 sales,0,3,29.9,PR05,low,PR03,,NA
13034,P0694,,S0002,30-Sep-17,0 sales,0,12,6.55,PR14,,PR03,,NA
13035,P0110,,S0031,30-Sep-17,0 sales,0,12,2.95,PR06,verylow,PR03,,NA
13036,P0311,,S0065,30-Sep-17,0 sales,0,2,1,PR14,,PR03,,NA
13037,P0328,,S0106,30-Sep-17,0 sales,0,11,29.9,PR14,,PR03,,NA
13038,P0116,,S0021,30-Sep-17,0 sales,0,39,1.15,PR10,verylow,PR03,,NA
13039,P0161,,S0115,30-Sep-17,0 sales,0,11,7.5,PR14,,PR03,,NA
13040,P0054,,S0103,30-Sep-17,0 sales,0,4,3.95,PR14,,PR03,,NA
13041,P0569,,S0019,30-Sep-17,1 sales,2.87,20,3.1,PR14,,PR03,,NA
13042,P0325,,S0012,30-Sep-17,1 sales,8.56,17,9.25,PR14,,PR03,,NA
13043,P0448,,S0042,30-Sep-17,0 sales,0,24,4.05,PR14,,PR03,,NA
13044,P0060,,S0125,30-Sep-17,0 sales,0,6,16.9,PR10,verylow,PR03,,NA
13045,P0212,,S0069,30-Sep-17,1 sales,9.95,5,10.75,PR14,,PR03,,NA
13046,P0116,,S0110,30-Sep-17,2 sales,1.85,34,1.15,PR10,verylow,PR03,,NA
13047,P0499,,S0143,30-Sep-17,0 sales,0,20,0.75,PR14,,PR03,,NA
13048,P0015,,S0034,30-Sep-17,0 sales,0,20,2.85,PR06,verylow,PR03,,NA
13049,P0062,,S0106,30-Sep-17,0 sales,0,2,24.9,PR14,,PR03,,NA
13050,P0162,,S0066,30-Sep-17,0 sales,0,16,4.5,PR14,,PR03,,NA
13051,P0214,,S0038,30-Sep-17,4 sales,13.53,52,4.5,PR05,low,PR03,,NA
13052,P0416,,S0020,30-Sep-17,0 sales,0,3,19.95,PR14,,PR03,,NA
13053,P0286,,S0126,30-Sep-17,0 sales,0,12,1,PR14,,PR03,,NA
13054,P0090,,S0086,30-Sep-17,0 sales,0,30,3.25,PR14,,PR03,,NA
13055,P0141,,S0023,30-Sep-17,0 sales,0,11,2.25,PR14,,PR03,,NA
13056,P0425,,S0117,30-Sep-17,0 sales,0,9,5.9,PR05,veryhigh,PR03,,NA
13057,P0154,,S0013,01-Oct-17,0 sales,0,19,1.89,PR14,,PR03,,NA
13058,P0427,,S0110,01-Oct-17,0 sales,0,12,2.45,PR14,,PR03,,NA
13059,P0325,,S0008,01-Oct-17,0 sales,0,13,9.25,PR14,,PR03,,NA
13060,P0389,,S0113,01-Oct-17,0 sales,0,18,9.45,PR05,low,PR03,,NA
13061,P0261,,S0087,01-Oct-17,0 sales,0,2,4.75,PR10,verylow,PR03,,NA
13062,P0730,,S0121,01-Oct-17,0 sales,0,13,NA,PR14,,PR03,,NA
13063,P0664,,S0031,01-Oct-17,5 sales,4.63,2,1.25,PR14,,PR03,,NA
13064,P0435,,S0106,01-Oct-17,0 sales,0,29,27.25,PR14,,PR03,,NA
13065,P0628,,S0031,01-Oct-17,0 sales,0,4,4.9,PR05,low,PR03,,NA
13066,P0726,,S0113,01-Oct-17,0 sales,0,14,1,PR14,,PR03,,NA
13067,P0372,,S0056,01-Oct-17,1 sales,2.97,11,3.5,PR14,,PR03,,NA
13068,P0296,,S0074,01-Oct-17,0 sales,0,7,0.75,PR14,,PR03,,NA
13069,P0399,,S0055,01-Oct-17,0 sales,0,4,4.5,PR14,,PR03,,NA
13070,P0067,,S0013,01-Oct-17,0 sales,0,4,16.9,PR10,verylow,PR03,,NA
13071,P0602,,S0040,01-Oct-17,0 sales,0,4,10.9,PR14,,PR03,,NA
13072,P0060,,S0066,01-Oct-17,0 sales,0,23,16.9,PR10,verylow,PR03,,NA
13073,P0079,,S0049,01-Oct-17,0 sales,0,9,2.6,PR14,,PR03,,NA
13074,P0556,,S0087,01-Oct-17,0 sales,0,5,14.5,PR14,,PR03,,NA
13075,P0364,,S0004,01-Oct-17,0 sales,0,20,1,PR14,,PR03,,NA
13076,P0438,,S0122,01-Oct-17,3 sales,0.93,19,0.5,PR14,,PR03,,NA
13077,P0283,,S0018,01-Oct-17,0 sales,0,10,23.5,PR14,,PR03,,NA
13078,P0671,,S0050,01-Oct-17,0 sales,0,4,3.25,PR14,,PR03,,NA
13079,P0099,,S0067,01-Oct-17,0 sales,0,5,11.9,PR14,,PR03,,NA
13080,P0585,,S0051,01-Oct-17,0 sales,0,5,12.95,PR14,,PR03,,NA
13081,P0261,,S0097,01-Oct-17,15 sales,36.57,6,4.75,PR10,verylow,PR03,,NA
13082,P0614,,S0060,01-Oct-17,1 sales,15.68,5,18.5,PR14,,PR03,,NA
13083,P0399,,S0063,01-Oct-17,0 sales,0,12,4.5,PR14,,PR03,,NA
13084,P0035,,S0087,01-Oct-17,0 sales,0,5,4.25,PR14,,PR03,,NA
13085,P0664,,S0066,01-Oct-17,8 sales,6.94,11,1.25,PR14,,PR03,,NA
13086,P0195,,S0081,01-Oct-17,0 sales,0,27,NA,PR14,,PR03,,NA
13087,P0499,,S0070,01-Oct-17,0 sales,0,10,0.75,PR14,,PR03,,NA
13088,P0345,,S0013,01-Oct-17,0 sales,0,4,3.5,PR14,,PR03,,NA
13089,P0223,,S0012,01-Oct-17,0 sales,0,4,10.9,PR05,verylow,PR03,,NA
13090,P0162,,S0008,01-Oct-17,0 sales,0,10,4.5,PR14,,PR03,,NA
13091,P0070,,S0110,01-Oct-17,0 sales,0,3,6.25,PR14,,PR03,,NA
13092,P0226,,S0038,01-Oct-17,2 sales,3.15,23,1.7,PR14,,PR03,,NA
13093,P0355,,S0132,01-Oct-17,0 sales,0,3,17.9,PR14,,PR03,,NA
13094,P0565,,S0048,01-Oct-17,11 sales,25.46,100,NA,PR14,,PR03,,NA
13095,P0206,,S0070,01-Oct-17,2 sales,2.97,17,1.75,PR14,,PR03,,NA
13096,P0057,,S0094,01-Oct-17,0 sales,0,6,9.9,PR14,,PR03,,NA
13097,P0684,,S0104,01-Oct-17,0 sales,0,3,99.9,PR05,veryhigh,PR03,,NA
13098,P0599,,S0043,01-Oct-17,0 sales,0,12,7,PR14,,PR03,,NA
13099,P0572,,S0048,01-Oct-17,0 sales,0,17,NA,PR14,,PR03,,NA
13100,P0066,,S0013,01-Oct-17,1 sales,1.84,12,2.9,PR05,low,PR03,,NA
13101,P0500,,S0038,01-Oct-17,3 sales,22.08,39,7.95,PR14,,PR03,,NA
13102,P0390,,S0026,02-Oct-17,0 sales,0,18,11.9,PR12,verylow,PR03,,NA
13103,P0608,,S0022,02-Oct-17,0 sales,0,8,9.9,PR14,,PR03,,NA
13104,P0083,,S0067,02-Oct-17,0 sales,0,7,7.45,PR14,,PR03,,NA
13105,P0141,,S0058,02-Oct-17,0 sales,0,24,2.25,PR14,,PR03,,NA
13106,P0246,,S0106,02-Oct-17,0 sales,0,3,7,PR14,,PR03,,NA
13107,P0177,,S0035,02-Oct-17,0 sales,0,10,10.9,PR14,,PR03,,NA
13108,P0711,,S0009,02-Oct-17,0 sales,0,1,9.9,PR14,,PR03,,NA
13109,P0663,,S0123,02-Oct-17,0 sales,0,15,4.25,PR14,,PR03,,NA
13110,P0614,,S0115,02-Oct-17,0 sales,0,11,18.5,PR14,,PR03,,NA
13111,P0157,,S0085,02-Oct-17,1 sales,7.18,15,7.75,PR14,,PR03,,NA
13112,P0453,,S0024,02-Oct-17,0 sales,0,62,5.75,PR05,moderate,PR03,,NA
13113,P0527,,S0083,02-Oct-17,0 sales,0,4,2.15,PR14,,PR03,,NA
13114,P0205,,S0066,02-Oct-17,0 sales,0,8,13.9,PR14,,PR03,,NA
13115,P0201,,S0107,02-Oct-17,0 sales,0,6,12.95,PR14,,PR03,,NA
13116,P0569,,S0119,02-Oct-17,0 sales,0,23,3.1,PR14,,PR03,,NA
13117,P0185,,S0110,02-Oct-17,0 sales,0,3,0.75,PR14,,PR03,,NA
13118,P0092,,S0094,02-Oct-17,0 sales,0,22,1.75,PR14,,PR03,,NA
13119,P0427,,S0059,02-Oct-17,0 sales,0,15,2.45,PR14,,PR03,,NA
13120,P0732,,S0090,02-Oct-17,0 sales,0,4,8.95,PR14,,PR03,,NA
13121,P0406,,S0004,02-Oct-17,0 sales,0,25,11.5,PR14,,PR03,,NA
13122,P0198,,S0087,02-Oct-17,1 sales,0.6,20,0.65,PR14,,PR03,,NA
13123,P0212,,S0055,02-Oct-17,0 sales,0,6,10.75,PR14,,PR03,,NA
13124,P0705,,S0090,02-Oct-17,0 sales,0,25,14.9,PR14,,PR03,,NA
13125,P0504,,S0088,02-Oct-17,0 sales,0,1,14.9,PR14,,PR03,,NA
13126,P0436,,S0128,02-Oct-17,5 sales,16.2,17,NA,PR14,,PR03,,NA
13127,P0718,,S0126,02-Oct-17,3 sales,30.69,19,13,PR05,verylow,PR03,,NA
13128,P0055,,S0066,02-Oct-17,0 sales,0,2,3.5,PR05,verylow,PR03,,NA
13129,P0673,,S0098,02-Oct-17,0 sales,0,1,NA,PR14,,PR03,,NA
13130,P0372,,S0001,02-Oct-17,0 sales,0,78,3.5,PR14,,PR03,,NA
13131,P0671,,S0084,02-Oct-17,0 sales,0,10,3.25,PR14,,PR03,,NA
13132,P0536,,S0106,02-Oct-17,0 sales,0,16,3.15,PR14,,PR03,,NA
13133,P0140,,S0091,02-Oct-17,1 sales,5.5,8,5.5,PR14,,PR03,,NA
13134,P0394,,S0001,02-Oct-17,2 sales,1.85,18,1,PR14,,PR03,,NA
13135,P0114,,S0045,02-Oct-17,5 sales,3.01,11,0.65,PR14,,PR03,,NA
13136,P0691,,S0113,02-Oct-17,0 sales,0,2,3,PR14,,PR03,,NA
13137,P0183,,S0002,02-Oct-17,0 sales,0,7,6.25,PR14,,PR03,,NA
13138,P0506,,S0123,02-Oct-17,0 sales,0,4,6.5,PR14,,PR03,,NA
13139,P0131,,S0122,02-Oct-17,1 sales,1.81,114,1.95,PR09,low,PR03,,NA
13140,P0483,,S0065,02-Oct-17,0 sales,0,6,10,PR14,,PR03,,NA
13141,P0261,,S0054,02-Oct-17,4 sales,10.97,19,4.75,PR10,verylow,PR03,,NA
13142,P0099,,S0085,02-Oct-17,0 sales,0,6,11.9,PR14,,PR03,,NA
13143,P0328,,S0056,02-Oct-17,0 sales,0,24,29.9,PR14,,PR03,,NA
13144,P0358,,S0104,02-Oct-17,0 sales,0,164,2,PR14,,PR03,,NA
13145,P0704,,S0022,02-Oct-17,0 sales,0,20,2.35,PR10,moderate,PR03,,NA
13146,P0551,,S0038,02-Oct-17,0 sales,0,6,1.85,PR14,,PR03,,NA
13147,P0433,,S0108,02-Oct-17,0 sales,0,4,66.9,PR14,,PR03,,NA
13148,P0114,,S0135,02-Oct-17,0 sales,0,23,0.65,PR14,,PR03,,NA
13149,P0129,,S0096,02-Oct-17,0 sales,0,4,29.95,PR14,,PR03,,NA
13150,P0185,,S0093,02-Oct-17,0 sales,0,2,0.75,PR14,,PR03,,NA
13151,P0348,,S0091,02-Oct-17,2 sales,4.26,6,2.3,PR14,,PR03,,NA
13152,P0569,,S0142,02-Oct-17,0 sales,0,57,3.1,PR14,,PR03,,NA
13153,P0477,,S0066,02-Oct-17,0 sales,0,49,4.9,PR05,low,PR03,,NA
13154,P0219,,S0024,02-Oct-17,0 sales,0,3,7.25,PR14,,PR03,,NA
13155,P0220,,S0020,03-Oct-17,2 sales,3.43,29,1.85,PR14,,PR03,,NA
13156,P0427,,S0075,03-Oct-17,0 sales,0,48,2.45,PR14,,PR03,,NA
13157,P0438,,S0049,03-Oct-17,4 sales,1.85,32,0.5,PR14,,PR03,,NA
13158,P0735,,S0012,03-Oct-17,0 sales,0,5,10.75,PR10,low,PR03,,NA
13159,P0151,,S0108,03-Oct-17,0 sales,0,2,6.9,PR14,,PR03,,NA
13160,P0103,,S0074,03-Oct-17,8 sales,21.85,33,2.95,PR14,,PR03,,NA
13161,P0533,,S0065,03-Oct-17,1 sales,7.18,36,7.75,PR14,,PR03,,NA
13162,P0280,,S0040,03-Oct-17,0 sales,0,11,6.99,PR05,veryhigh,PR03,,NA
13163,P0185,,S0048,03-Oct-17,0 sales,0,2,NA,PR14,,PR03,,NA
13164,P0652,,S0063,03-Oct-17,0 sales,0,7,4.45,PR14,,PR03,,NA
13165,P0114,,S0004,03-Oct-17,0 sales,0,11,0.65,PR14,,PR03,,NA
13166,P0277,,S0040,03-Oct-17,1 sales,3.19,13,3.95,PR10,verylow,PR03,,NA
13167,P0234,,S0066,03-Oct-17,0 sales,0,4,104.9,PR14,,PR03,,NA
13168,P0242,,S0108,03-Oct-17,0 sales,0,5,12.9,PR06,verylow,PR03,,NA
13169,P0657,,S0085,03-Oct-17,0 sales,0,12,7.9,PR14,,PR03,,NA
13170,P0042,,S0085,03-Oct-17,0 sales,0,227,5.5,PR14,,PR03,,NA
13171,P0175,,S0067,03-Oct-17,0 sales,0,19,5.5,PR14,,PR03,,NA
13172,P0131,,S0055,03-Oct-17,1 sales,1.81,47,1.95,PR09,low,PR03,,NA
13173,P0726,,S0105,03-Oct-17,0 sales,0,9,1,PR14,,PR03,,NA
13174,P0454,,S0096,03-Oct-17,0 sales,0,16,2.35,PR10,moderate,PR03,,NA
13175,P0569,,S0111,03-Oct-17,1 sales,2.87,17,NA,PR14,,PR03,,NA
13176,P0261,,S0089,03-Oct-17,0 sales,0,12,4.75,PR10,verylow,PR03,,NA
13177,P0164,,S0013,03-Oct-17,0 sales,0,4,29.9,PR14,,PR03,,NA
13178,P0660,,S0008,03-Oct-17,0 sales,0,4,5.95,PR14,,PR03,,NA
13179,P0681,,S0077,03-Oct-17,0 sales,0,6,10.9,PR14,,PR03,,NA
13180,P0483,,S0026,03-Oct-17,0 sales,0,10,10,PR14,,PR03,,NA
13181,P0602,,S0085,03-Oct-17,0 sales,0,4,10.9,PR14,,PR03,,NA
13182,P0242,,S0126,03-Oct-17,0 sales,0,2,12.9,PR06,verylow,PR03,,NA
13183,P0147,,S0093,03-Oct-17,0 sales,0,3,5.5,PR14,,PR03,,NA
13184,P0055,,S0078,03-Oct-17,0 sales,0,24,3.5,PR05,verylow,PR03,,NA
13185,P0747,,S0144,03-Oct-17,0 sales,0,8,13.25,PR14,,PR03,,NA
13186,P0311,,S0014,03-Oct-17,0 sales,0,2,1,PR14,,PR03,,NA
13187,P0438,,S0131,03-Oct-17,8 sales,3.7,46,0.5,PR14,,PR03,,NA
13188,P0015,,S0014,03-Oct-17,0 sales,0,18,2.85,PR06,verylow,PR03,,NA
13189,P0408,,S0072,03-Oct-17,1 sales,19,14,NA,PR14,,PR03,,NA
13190,P0015,,S0034,03-Oct-17,0 sales,0,20,2.85,PR06,verylow,PR03,,NA
13191,P0140,,S0083,03-Oct-17,0 sales,0,2,5.5,PR14,,PR03,,NA
13192,P0427,,S0069,03-Oct-17,0 sales,0,13,2.45,PR14,,PR03,,NA
13193,P0068,,S0108,03-Oct-17,0 sales,0,4,6.15,PR14,,PR03,,NA
13194,P0051,,S0121,03-Oct-17,3 sales,1.94,0,NA,PR14,,PR03,,NA
13195,P0654,,S0083,03-Oct-17,0 sales,0,4,9.95,PR14,,PR03,,NA
13196,P0114,,S0067,03-Oct-17,0 sales,0,32,0.65,PR14,,PR03,,NA
13197,P0515,,S0048,03-Oct-17,0 sales,0,2,NA,PR14,,PR03,,NA
13198,P0328,,S0106,03-Oct-17,0 sales,0,10,29.9,PR14,,PR03,,NA
13199,P0454,,S0125,03-Oct-17,0 sales,0,1,2.35,PR10,moderate,PR03,,NA
13200,P0103,,S0137,03-Oct-17,1 sales,2.73,41,2.95,PR14,,PR03,,NA
13201,P0275,,S0095,03-Oct-17,3 sales,6.81,161,2.45,PR14,,PR03,,NA
13202,P0652,,S0055,03-Oct-17,0 sales,0,15,4.45,PR14,,PR03,,NA
13203,P0473,,S0085,03-Oct-17,0 sales,0,7,29.9,PR14,,PR03,,NA
13204,P0470,,S0055,03-Oct-17,0 sales,0,3,23.25,PR14,,PR03,,NA
13205,P0114,,S0091,03-Oct-17,0 sales,0,17,0.65,PR14,,PR03,,NA
13206,P0258,,S0051,03-Oct-17,0 sales,0,9,7.1,PR14,,PR03,,NA
13207,P0330,,S0021,03-Oct-17,0 sales,0,28,2,PR06,low,PR03,,NA
13208,P0229,,S0142,03-Oct-17,0 sales,0,2,7.95,PR14,,PR03,,NA
13209,P0735,,S0002,03-Oct-17,0 sales,0,8,10.75,PR10,low,PR03,,NA
13210,P0735,,S0051,03-Oct-17,0 sales,0,7,10.75,PR10,low,PR03,,NA
13211,P0665,,S0104,03-Oct-17,0 sales,0,9,10.75,PR14,,PR03,,NA
13212,P0458,,S0056,03-Oct-17,0 sales,0,34,4.5,PR14,,PR03,,NA
13213,P0689,,S0048,03-Oct-17,0 sales,0,31,NA,PR14,,PR03,,NA
13214,P0711,,S0096,04-Oct-17,0 sales,0,6,9.9,PR14,,PR03,,NA
13215,P0500,,S0001,04-Oct-17,1 sales,7.36,16,7.95,PR14,,PR03,,NA
13216,P0500,,S0077,04-Oct-17,1 sales,7.36,1,7.95,PR14,,PR03,,NA
